character_id,character_name,derived_gender,derived_gender_confidence,source_descriptor,derived_race,derived_faction,derived_base_class,derived_class_title,classification_status,classification_notes,review_needed
char_toin,Toin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_topas,Topas,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_tragg,Tragg,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_trandar,Trandar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_trasdockan,Trasdockan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_tri,Tri,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_troin,Troin,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_troom,Troom,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_tulkass,Tulkass,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_turviniel,Turviniel,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ugash,Ugash,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ughar,Ughar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_uhan,Uhan,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_uldrak,Uldrak,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_undolomion,Undolomion,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_unoc,Unoc,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_userbius,Userbius,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_uthalg,Uthalg,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_uzbad,Uzbad,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vaab,Vaab,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vagdish,Vagdish,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vainamoinen,Vainamoinen,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_valandar,Valandar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_valastule,Valastule,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vandal,Vandal,unknown,,Mountain Troll Softskin,Troll,Minions of Sauron,,Softskin,generic_title_no_class,race_term=Mountain Troll | class_title=Softskin | base_class_unknown,no
char_vanimelde,Vanimelde,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vanir,Vanir,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vatsayana,Vatsayana,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vayu,Vayu,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_venal,Venal,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_viljar,Viljar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vip,Vip,unknown,,Black Númenórean Envoy,Man,Minions of Sauron,,Envoy,generic_title_no_class,race_term=Black Númenórean | class_title=Envoy | base_class_unknown,no
char_vold,Vold,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vorne,Vorne,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vral,Vral,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vr_sh,Vr�sh,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_vulgar,Vulgar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wacker,Wacker,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_warzur,Warzur,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_watar,Watar,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wert,Wert,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wes,Wes,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wilma,Wilma,unknown,,Hill Troll Softskin,Troll,Minions of Sauron,,Softskin,generic_title_no_class,race_term=Hill Troll | class_title=Softskin | base_class_unknown,no
char_woitkah,Woitkah,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wreth,Wreth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wroom,Wroom,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_wryth,Wryth,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_xagok,Xagok,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_xatax,Xatax,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_xel,Xel,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_xylo,Xylo,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_yagara,Yagara,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_ze,Ze,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zigurakhor,Zigurakhor,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zilkis,Zilkis,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zimrathon,Zimrathon,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zopa,Zopa,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zoser,Zoser,unknown,,,,,,,no_whois_classification,No classification row found,yes
char_zroi,Zroi,unknown,,,,,,,no_whois_classification,No classification row found,yes
